p_val,avg_log2FC,pct.1,pct.2,p_val_adj,cluster,gene
0.00975905504167878,0.791666132441095,0.188,0.064,1,7,NOA1
0.00976850251361539,0.267962847564494,0.281,0.111,1,7,RFXANK
0.0097898959740652,1.62061994493979,0.062,0.012,1,7,RCOR1
0.0097898959740652,1.50499780511994,0.062,0.012,1,7,TAF1C
0.0098097492155179,0.705389492832539,0.5,0.233,1,7,MDH1
0.00982489978329877,1.48330949983554,0.062,0.012,1,7,PRMT3
0.00986001507346151,1.32768714656867,0.062,0.012,1,7,TTL
0.00986001507346151,1.40631866238194,0.062,0.012,1,7,EFTUD1
0.00986001507346151,1.30061896206588,0.062,0.012,1,7,CHSY1
0,11.4842157845658,0.923,0.002,0,8,GP9
0,11.3863861709497,0.846,0.001,0,8,AP001189.4
0,11.5850222814367,0.846,0.002,0,8,ITGA2B
0,11.1375179771344,0.769,0.002,0,8,TMEM40
0,14.3586080619875,0.615,0,0,8,LY6G6F
2.85405923746037e-299,11.1584337788,0.692,0.001,3.91405683825315e-295,8,SEPT5
3.47191923986323e-261,10.9564904082781,0.769,0.003,4.76139004554843e-257,8,TREML1
4.07200953118598e-228,13.2608681916568,0.462,0,5.58435387106845e-224,8,CLDN5
4.647625579772e-228,11.1547057541076,0.462,0,6.37375372009932e-224,8,HGD
1.46178573592414e-222,11.1697752134281,0.769,0.004,2.00469295824637e-218,8,PTCRA
7.32139826997275e-222,13.925994034949,0.385,0,1.00405655874406e-217,8,RP11-879F14.2
2.04548946655735e-217,11.2236093412777,0.538,0.001,2.80518425443675e-213,8,C2orf88
2.97608883849729e-216,9.70497631239008,1,0.008,4.08140823311518e-212,8,SPARC
4.51469811619174e-203,10.428732735788,0.615,0.002,6.19145699654535e-199,8,CMTM5
5.18388623729925e-200,11.3561041270275,1,0.01,7.1091815858322e-196,8,GNG11
2.47810989067167e-189,9.28678539969225,0.615,0.003,3.39847990406712e-185,8,GP1BA
9.25062127474201e-186,11.1004644307475,1,0.011,1.26863020161812e-181,8,PF4
5.04453560961845e-185,11.1083580283178,0.385,0,6.91807613503074e-181,8,ITGB3
1.96088328924273e-181,10.5744327630815,1,0.011,2.68915534286748e-177,8,SDPR
2.13906689141468e-177,9.99449098703433,0.462,0.001,2.93351633488609e-173,8,SCGB1C1
1.27260710453322e-167,10.2556152754308,0.538,0.002,1.74525338315686e-163,8,CLEC1B
1.50285778578757e-167,9.8926531898976,0.538,0.002,2.06101916742907e-163,8,AC147651.3
1.96680989676069e-142,10.6895345129141,0.308,0,2.6972830924176e-138,8,PVALB
2.22490486903166e-142,9.22007285240128,0.308,0,3.05123453739001e-138,8,ARHGAP6
4.3459685868985e-139,10.5222208777414,0.385,0.001,5.96006132007261e-135,8,FAXDC2
7.9888767277313e-134,13.3594271215449,0.231,0,1.09559455444107e-129,8,SPOCD1
7.9888767277313e-134,12.6979257785245,0.231,0,1.09559455444107e-129,8,LCN2
7.9888767277313e-134,11.9572747984626,0.231,0,1.09559455444107e-129,8,SEC14L5
6.48855871411885e-119,10.638746614621,0.308,0.001,8.89840942054259e-115,8,PDZK1IP1
7.19073652322499e-119,9.51131367389551,0.308,0.001,9.86137606795075e-115,8,TUBA8
7.96874681065842e-119,9.96818139739823,0.308,0.001,1.0928339376137e-114,8,CTTN
1.5914293663779e-113,9.61269550858097,0.692,0.009,2.18248623305065e-109,8,ACRBP
1.89346538766168e-111,9.20420325273517,0.385,0.002,2.59669843263923e-107,8,ESAM
1.36135834340588e-109,8.13844425350676,0.615,0.007,1.86696683214682e-105,8,RP11-367G6.3
1.33522658160054e-107,9.9766746372261,0.846,0.015,1.83112973400698e-103,8,TUBB1
3.00260439716296e-107,10.3474566668935,0.846,0.015,4.11777167026928e-103,8,CLU
5.40504519852187e-106,9.66844717680453,0.615,0.007,7.4124789852529e-102,8,MYL9
1.72986133919424e-103,8.1100301267176,0.692,0.01,2.37233184057097e-99,8,F13A1
1.91535978121674e-102,11.084397370602,1,0.024,2.62672440396063e-98,8,PPBP
4.51288858089977e-102,9.01430123730693,0.308,0.001,6.18897539984595e-98,8,FSTL1
3.1496589277967e-101,8.78171124755914,0.385,0.002,4.31944225358039e-97,8,ALOX12
1.35040792339919e-100,9.94961829759348,0.231,0,1.85194942614965e-96,8,GATA2
4.26010244434807e-93,7.79755232956902,1,0.027,5.84230449217894e-89,8,NRGN
1.9526816091795e-92,9.18919485395229,0.769,0.015,2.67790755882877e-88,8,CA2
1.17397990627303e-89,7.64699564728826,0.615,0.009,1.60999604346284e-85,8,PTGS1
8.52067550689661e-88,7.47509976108361,1,0.029,1.1685254390158e-83,8,RGS18
6.25535039475819e-85,8.99838306357302,0.923,0.025,8.57858753137138e-81,8,CD9
1.34029636770647e-84,8.09828803522574,0.462,0.005,1.83808243867265e-80,8,C6orf25
1.197189695091e-80,9.07689597044653,0.231,0.001,1.64182594784779e-76,8,ATP9A
1.197189695091e-80,8.94122157054356,0.231,0.001,1.64182594784779e-76,8,SCN1B
1.31307655895868e-80,9.01603952454484,0.231,0.001,1.80075319295593e-76,8,AC137932.6
2.13230405540651e-79,9.04199702478113,0.308,0.002,2.92424178158449e-75,8,C19orf33
1.18854596012754e-74,8.92022326277952,0.385,0.004,1.6299719297189e-70,8,HIST1H2BJ
1.3739344178087e-70,8.64618519695563,0.923,0.032,1.88421366058285e-66,8,HIST1H2AC
1.92111968633668e-67,9.64430980887203,0.231,0.001,2.63462353784213e-63,8,LGALSL
1.92111968633668e-67,9.13860818776969,0.231,0.001,2.63462353784213e-63,8,SMIM5
2.07490927924286e-67,8.91775881883094,0.231,0.001,2.84553058555365e-63,8,ENKUR
5.97174939606335e-67,7.97368772608567,0.692,0.018,8.18965712176127e-63,8,MMD
3.98235640077596e-65,7.12280786138213,0.692,0.018,5.46140356802415e-61,8,SNCA
2.79374897718978e-60,10.5192039574393,0.154,0,3.83134734731806e-56,8,RP11-359I18.5
2.79374897718978e-60,10.2734953622858,0.154,0,3.83134734731806e-56,8,SYTL4
3.09612479664663e-60,8.92347394940358,0.154,0,4.24602554612119e-56,8,NPPA-AS1
3.09612479664663e-60,8.70880587850548,0.154,0,4.24602554612119e-56,8,HRASLS
3.09612479664663e-60,9.0775903762045,0.154,0,4.24602554612119e-56,8,SERPINE1
3.09612479664663e-60,8.94394595114475,0.154,0,4.24602554612119e-56,8,RHOBTB1
3.43109398228694e-60,7.58175337637073,0.154,0,4.70540228730831e-56,8,WNT11
6.3056969369492e-58,6.89364850996848,0.538,0.012,8.64763277933213e-54,8,GAS2L1
8.91933717319388e-58,7.62456226099681,0.231,0.002,1.22319789993181e-53,8,TRIM58
4.93455731860704e-56,8.72413795241145,0.385,0.006,6.76725190673769e-52,8,DMTN
3.01708101531252e-51,7.57961500028402,0.308,0.004,4.13762490439959e-47,8,ANKRD9
1.06868816012583e-50,8.16969453460024,0.231,0.002,1.46559894279656e-46,8,PRKAR2B
1.72066847434524e-45,8.67020308267616,0.154,0.001,2.35972474571706e-41,8,AC007879.7
1.72066847434524e-45,9.30227982172445,0.154,0.001,2.35972474571706e-41,8,TDRP
1.72066847434524e-45,8.90506476786633,0.154,0.001,2.35972474571706e-41,8,C15orf26
1.72066847434524e-45,9.33287143134569,0.154,0.001,2.35972474571706e-41,8,SAMD14
2.00723626402033e-45,6.93857824912489,0.154,0.001,2.75272381247748e-41,8,ASAP2
2.16785445971391e-45,7.20400931197209,0.154,0.001,2.97299560605166e-41,8,PBX1
2.16785445971391e-45,6.91399864590172,0.154,0.001,2.97299560605166e-41,8,VIL1
2.34125690170477e-45,7.11600214281956,0.154,0.001,3.21079971499793e-41,8,GP6
2.9552788017092e-45,7.8187323844856,0.231,0.002,4.05286934866399e-41,8,SMOX
7.03891184705998e-45,7.11747129195909,0.308,0.005,9.65316370705806e-41,8,ABCC3
1.65824911790474e-44,8.50085116364082,0.538,0.016,2.27412284029456e-40,8,TSC22D1
1.19338461003731e-43,6.85421348938002,0.769,0.037,1.63660765420516e-39,8,PGRMC1
4.75385280901249e-40,7.11875875154204,0.615,0.025,6.51943374227973e-36,8,TPM1
5.47801712562535e-38,7.13170194210075,0.462,0.014,7.5125526860826e-34,8,MAP3K7CL
4.62702671785311e-37,7.47505676495491,0.231,0.003,6.34550444086376e-33,8,CTNNAL1
5.24578553218681e-37,6.7619311269133,0.231,0.003,7.19407027884099e-33,8,PCP2
5.70330317496253e-37,6.52585877763942,0.231,0.003,7.82150997414362e-33,8,HIST1H2AG
7.26870856674278e-37,6.48551959991693,0.846,0.056,9.96830692843105e-33,8,RUFY1
1.31914136455467e-36,8.97872977711383,0.154,0.001,1.80907046735028e-32,8,SEPT4
1.40295523087966e-36,7.76669215721507,0.154,0.001,1.92401280362837e-32,8,MYLK
1.49205953173157e-36,7.48067613394988,0.154,0.001,2.04621044181667e-32,8,AATK
1.58678598177098e-36,7.3153781566811,0.154,0.001,2.17611829540072e-32,8,C12orf39
3.6472212533518e-35,6.20641539750002,0.385,0.01,5.00179922684666e-31,8,SENCR
4.29001004132138e-34,7.39602894517329,0.231,0.003,5.88331977066814e-30,8,GFI1B
1.08496001842037e-33,6.38869972909959,0.846,0.062,1.48791416926169e-29,8,MPP1
1.12349391067014e-30,8.35018428735248,0.154,0.002,1.54075954909303e-26,8,TGFB1I1
1.12349391067014e-30,8.18019897086544,0.154,0.002,1.54075954909303e-26,8,hsa-mir-1199
1.18264247876299e-30,8.03011967664225,0.154,0.002,1.62187589537557e-26,8,RSPH9
1.24488085037263e-30,8.25024066518218,0.154,0.002,1.70722959820103e-26,8,TNS1
1.37927572830396e-30,8.14700980051688,0.154,0.002,1.89153873379604e-26,8,LINC00984
1.45177759297841e-30,6.70767755714363,0.154,0.002,1.99096779101059e-26,8,TMCC2
1.52806083819357e-30,6.33162563553639,0.154,0.002,2.09558263349866e-26,8,ZNF778
7.6314811042399e-29,6.53412708125464,0.385,0.013,1.04658131863546e-24,8,TPTEP1
1.86532636567454e-28,5.24547495461072,0.769,0.059,2.55810857788606e-24,8,PDLIM1
1.51147746202138e-27,5.74713839223001,0.462,0.02,2.07284019141612e-23,8,MLH3
2.40000921861415e-27,6.79866511768198,0.231,0.005,3.29137264240745e-23,8,HEMGN
1.95712527151939e-26,8.11318142580337,0.154,0.002,2.68400159736169e-22,8,NT5M
2.09898607561959e-26,5.86703351269917,1,0.126,2.87854950410471e-22,8,TPM4
2.43779178030177e-26,7.67380212276283,0.154,0.002,3.34318764750584e-22,8,PLA2G4C
2.78058815621158e-26,5.67821052533009,0.154,0.002,3.81329859742855e-22,8,TNNC2
1.26520645329486e-25,6.51092667466573,0.231,0.005,1.73510413004857e-21,8,TJP2
2.66851199343095e-25,5.91543618997544,0.846,0.087,3.6595973477912e-21,8,NGFRAP1
8.94341327721937e-25,5.17657200048123,0.769,0.07,1.22649969683786e-20,8,ACTN1
2.82716178488646e-24,6.33701322981798,0.308,0.01,3.87716967179329e-20,8,SCFD2
3.23316277294082e-23,7.18211286378911,0.154,0.002,4.43395942681103e-19,8,C1orf198
3.62791560415577e-23,6.40503227160611,0.154,0.002,4.97532345953923e-19,8,RP11-142C4.6
5.11073253687539e-23,7.16612581766639,0.231,0.006,7.00885860107091e-19,8,SPHK1
6.76635382589369e-23,6.44619157090582,0.231,0.006,9.27937763683061e-19,8,SERPINE2
6.94091974901473e-23,6.56229546645716,0.231,0.006,9.5187773437988e-19,8,FNTB
1.333319453801e-22,5.91945694191515,0.308,0.011,1.82851429894269e-18,8,FAM63A
2.78602998746297e-21,5.71685725151345,0.846,0.107,3.82076152480672e-17,8,GRAP2
3.1731927066897e-21,6.21976572812558,0.615,0.05,4.35171647795426e-17,8,PARVB
9.03962014965131e-21,7.33206418293375,0.154,0.003,1.23969350732318e-16,8,SH3BGRL2
2.29429388654119e-20,5.72475109307141,0.615,0.053,3.14639463600259e-16,8,MARCH2
2.34017255671025e-20,5.37036704802616,0.846,0.109,3.20931264427244e-16,8,ILK
2.52131824170779e-20,5.26031575572078,0.462,0.028,3.45773583667806e-16,8,TMEM91
3.30295249762387e-20,5.57174812474819,0.308,0.012,4.52966905524137e-16,8,HIST1H2BD
3.20975400274388e-19,5.23158205916292,0.538,0.043,4.40185663936295e-15,8,PLA2G12A
3.53798959084335e-19,5.90165479681264,0.308,0.013,4.85199892488258e-15,8,FAH
4.382000680946e-19,5.55789462529858,0.462,0.03,6.00947573384935e-15,8,PNMA1
9.0322307824818e-19,6.96605134004113,0.154,0.003,1.23868012950955e-14,8,EGFL7
1.05301474785696e-18,6.81899615181994,0.154,0.003,1.44410442521104e-14,8,SSX2IP
1.1195793897611e-18,6.20571256393835,0.154,0.003,1.53539117511837e-14,8,KIFC3
1.88376301581835e-18,5.16401736223976,0.769,0.098,2.58339259989329e-14,8,ODC1
4.36520237283289e-18,5.93983064390166,0.231,0.008,5.98643853410303e-14,8,GTPBP2
4.54245745360087e-18,5.74519842249054,0.231,0.008,6.22952615186823e-14,8,RAB27B
1.20849422528255e-17,5.43509895603679,0.385,0.022,1.6573289805525e-13,8,P2RX1
3.13761109420974e-17,5.69990909411666,0.231,0.008,4.30291985459923e-13,8,ARHGAP21
3.92455872073226e-17,7.03975004100888,0.154,0.003,5.38213982961222e-13,8,ARG2
4.76977344950451e-17,5.77662405778029,0.154,0.003,6.54126730865048e-13,8,EHD3
4.76977344950451e-17,6.06624642097661,0.154,0.003,6.54126730865048e-13,8,MTURN
4.90433809584268e-17,5.69747823983031,0.154,0.003,6.72580926463865e-13,8,TNFSF4
9.59115290494515e-17,5.86628540299438,0.615,0.065,1.31533070938418e-12,8,SNN
1.63448876884389e-16,5.105390428529,0.231,0.008,2.24153789759251e-12,8,CTDSPL
1.63934815677551e-16,6.06382359072872,0.846,0.141,2.24820206220194e-12,8,NCOA4
2.29791112439796e-16,5.07796027444532,0.846,0.148,3.15135531599936e-12,8,CTSA
3.52718270754106e-16,6.58353686430624,0.231,0.009,4.83717836512182e-12,8,ST3GAL3
3.72316441268684e-16,4.86734322136234,0.308,0.016,5.10594767555874e-12,8,DAAM1
4.20708205445953e-16,6.08045164417468,0.231,0.009,5.7695923294858e-12,8,NEXN
4.32583163221848e-16,10.2488748425312,0.077,0.001,5.93244550042442e-12,8,TAL1
4.32583163221848e-16,7.81583234267321,0.077,0.001,5.93244550042442e-12,8,MEIS1
4.32583163221848e-16,7.99371210501521,0.077,0.001,5.93244550042442e-12,8,RP11-647K16.1
4.32583163221848e-16,7.41723676656353,0.077,0.001,5.93244550042442e-12,8,ATP13A4
4.32583163221848e-16,7.97007225204957,0.077,0.001,5.93244550042442e-12,8,MMRN1
4.32583163221848e-16,7.48446147995977,0.077,0.001,5.93244550042442e-12,8,CALD1
4.32583163221848e-16,8.84476838575669,0.077,0.001,5.93244550042442e-12,8,CTD-2541M15.1
4.32583163221848e-16,8.27766546534908,0.077,0.001,5.93244550042442e-12,8,WDR11-AS1
4.32583163221848e-16,8.52131592821685,0.077,0.001,5.93244550042442e-12,8,GLS2
4.32583163221848e-16,8.35235693574078,0.077,0.001,5.93244550042442e-12,8,MEG3
4.32583163221848e-16,8.40960377875273,0.077,0.001,5.93244550042442e-12,8,MAP1A
4.55472361045451e-16,5.98149526017751,0.077,0.001,6.24634795937731e-12,8,BEND2
4.55472361045451e-16,6.79520504147163,0.077,0.001,6.24634795937731e-12,8,LAMP5
4.79554200472216e-16,6.38012717361122,0.077,0.001,6.57660630527598e-12,8,RP3-329E20.2
4.79554200472216e-16,4.70356836028994,0.077,0.001,6.57660630527598e-12,8,RP11-559M23.1
4.79554200472216e-16,5.9173188419125,0.077,0.001,6.57660630527598e-12,8,P2RY12
4.79554200472216e-16,5.66181393272128,0.077,0.001,6.57660630527598e-12,8,RP11-215G15.5
4.79554200472216e-16,6.61426701421651,0.077,0.001,6.57660630527598e-12,8,IGF2BP3
4.79554200472216e-16,6.30150391903499,0.077,0.001,6.57660630527598e-12,8,CCDC26
4.79554200472216e-16,5.53423231505552,0.077,0.001,6.57660630527598e-12,8,ATL1
4.79554200472216e-16,5.53955280487512,0.077,0.001,6.57660630527598e-12,8,PCSK6
4.79554200472216e-16,5.47594235588683,0.077,0.001,6.57660630527598e-12,8,CRYM
4.79554200472216e-16,5.98025757195924,0.077,0.001,6.57660630527598e-12,8,CDC45
8.45421681046149e-16,6.8540334339844,0.154,0.004,1.15941129338669e-11,8,MEST
8.45421681046149e-16,7.01212933637657,0.154,0.004,1.15941129338669e-11,8,AC092295.7
9.36440157748093e-16,6.11718445234898,0.154,0.004,1.28423403233573e-11,8,FAM212B
9.85503468236384e-16,5.98736148081247,0.154,0.004,1.35151945633938e-11,8,ANK1
1.1652237659559e-15,4.19101402402691,0.385,0.025,1.59798787263192e-11,8,H1F0
1.21656043403252e-15,4.82140260257728,0.538,0.053,1.6683909792322e-11,8,TUBA1C
2.16207193373919e-15,5.52072752453605,0.308,0.017,2.96506544992993e-11,8,KIAA0513
6.52869145071136e-15,5.22842663459997,0.308,0.017,8.95344745550556e-11,8,MGLL
7.77026118575969e-15,4.15710961930824,0.769,0.122,1.06561361901508e-10,8,CAPN1
1.16014778055991e-14,5.29877775533462,0.615,0.076,1.59102666625986e-10,8,HIST1H2BK
1.54749419295774e-14,5.92101641797815,0.154,0.004,2.12223353622225e-10,8,PSRC1
1.57405336614357e-14,4.23761280498799,0.538,0.055,2.15865678632929e-10,8,CHMP6
1.7815788117199e-14,4.98561454468901,0.154,0.004,2.44325718239267e-10,8,EGLN3
2.17153508023013e-14,6.0321796954121,0.231,0.01,2.9780432090276e-10,8,MBNL1-AS1
2.94702885049111e-14,5.44949887540319,0.538,0.059,4.04155536556351e-10,8,MFSD1
5.2242696569355e-14,5.69006577257192,0.308,0.019,7.16456340752134e-10,8,GMPR
5.88578170223062e-14,5.18944674474777,0.462,0.043,8.07176102643908e-10,8,CD151
9.88855025156103e-14,5.17610459355599,0.385,0.03,1.35611578149908e-09,8,FHL1
1.2107135918098e-13,6.73190329657903,0.154,0.005,1.66037261980796e-09,8,GUCY1B3
1.50633623856663e-13,4.03594790498467,0.154,0.005,2.06578951757028e-09,8,TBXA2R
1.71663409098144e-13,4.36486363810419,0.154,0.005,2.35419199237194e-09,8,TMSB4Y
1.89726027238088e-13,4.87250965704498,0.846,0.181,2.60190273754313e-09,8,FERMT3
2.34922218763511e-13,5.02257539951923,0.538,0.062,3.22172330812279e-09,8,RNF11
4.66769342004617e-13,5.12610019252475,0.308,0.02,6.40127475625132e-09,8,ABHD16A
6.20352247916583e-13,4.80502486191214,0.385,0.032,8.50751072792802e-09,8,HIST2H2BE
6.99360178589175e-13,3.86386735447881,1,0.36,9.59102548917194e-09,8,CALM3
9.80034083023989e-13,6.13389080003119,0.154,0.005,1.3440187414591e-08,8,WBP5
1.25075256746495e-12,4.61143932375073,0.154,0.005,1.71528207102143e-08,8,MOB3B
1.25438587275854e-12,4.89811377330534,0.231,0.011,1.72026478590106e-08,8,HEXIM2
1.2695402857152e-12,5.25544784090429,0.462,0.048,1.74104754782982e-08,8,GSN
1.35390140022054e-12,4.83594688148337,0.308,0.021,1.85674038026244e-08,8,CD27-AS1
2.40334661717917e-12,7.03128918729265,0.077,0.001,3.29594955079952e-08,8,RP4-781K5.2
2.40334661717917e-12,8.09014731004232,0.077,0.001,3.29594955079952e-08,8,LNP1
2.69892270931388e-12,5.36948741813052,0.077,0.001,3.70130260355305e-08,8,PDE2A
2.69892270931388e-12,5.08582096621182,0.077,0.001,3.70130260355305e-08,8,STON2
2.69892270931388e-12,4.80597095316359,0.077,0.001,3.70130260355305e-08,8,DAPK2
2.9449164828074e-12,4.08658294026308,0.692,0.116,4.03865846452207e-08,8,RSU1
4.50022932108697e-12,4.97141635439093,1,0.42,6.17161449093867e-08,8,GPX1
4.85097716571723e-12,4.98959539303358,0.462,0.049,6.65263008506461e-08,8,MCUR1
5.68348497179533e-12,3.07829217720648,1,0.313,7.79433129032012e-08,8,CCL5
6.85905397327022e-12,4.39795593015638,0.846,0.219,9.40650661894279e-08,8,CDKN2D
8.71795843770504e-12,4.15994140758887,1,0.414,1.19558082014687e-07,8,RGS10
9.34757515782392e-12,5.58233178059265,0.385,0.036,1.28192645714397e-07,8,SLC40A1
1.10733940346548e-11,5.28259472214528,0.231,0.013,1.51860525791256e-07,8,ZGLP1
1.30396596082415e-11,5.22119568836201,0.231,0.013,1.78825891867424e-07,8,ENDOD1
